数据id;名字;Buff类型;模型;成功几率;持续时间（毫秒）;执行间隔;表达式;结束表达式;参数
id;name;buffCategory;model;probability;continueTime;effectInterval;expression;endExpression;pars
400002;怒气伤害;1002;;1000;1;0;return function(buffAction,args) \n local owner,target,skill,buff=buffAction.actor,buffAction.target,buffAction.skill,buffAction.buff\n local targetP = target.roleProperty \n local ownerP=owner.roleProperty\n local bf=targetP.hp\n math.randomseed(os.time())\n math.random()\n local rand = math.random()\n\n local damage = ownerP.magicDamage*2.5/(1+0.0215*targetP.magicDefend)\n local dodgeValue=ownerP.dodgeValue/(ownerP.dodgeValue+targetP.dodgeValue*3+1)\n if rand <= dodgeValue then \n   damage = 0 \n   target:DispatchBuffType(0,{"1","[ff0000]".."miss"})\n else\n   local critValue = ownerP.critValue/(ownerP.critValue+targetP.critValue*3+1)\n   if rand <= critValue then \n     damage = damage*1.5 \n      target:DispatchBuffType(0,{"2","[ff0000]".."double"})\n  else\n    target:DispatchBuffType(0,{"3","[ff0000]"..tostring(math.floor(damage))})\n    end\n end\n targetP:RemoveHp(damage)\n        \n target:CheckDeath(owner)\n local bf1=targetP.hp\n local addMp=4\n\n if bf-bf1>targetP.maxHp*0.02 then  addMp=addMp+4  end\n\n if targetP.hp>0 and  (bf-bf1)>targetP.maxHp*0.04 then  \n  targetP:AddMp(4)  \n target.roleSlider:ShowMpSlider() \nend\n\nif targetP.hp<=0 then   addMp=addMp+50  end\n if owner then  \n  owner.roleProperty:AddMp(addMp)  \n  if owner.roleSlider~=nil then owner.roleSlider:ShowMpSlider() end \n end\n end
400003;怒气回复;1003;;1000;1;0; return function(buffAction,args)\n local owner,target,skill,buff=buffAction.actor,buffAction.target,buffAction.skill,buffAction.buff\n owner.roleProperty:AddMp(50)\n if owner.roleSlider then owner.roleSlider:ShowMpSlider() end  \n end
400004;生命伤害-灼烧;1004;;1000;5000;500;return function(buffAction,args) \n local owner,target,skill,buff=buffAction.actor,buffAction.target,buffAction.skill,buffAction.buff\n local targetP = target.roleProperty \n local ownerP=owner.roleProperty\n local bf=targetP.hp\n  math.randomseed(os.time())\n math.random()\n local rand = math.random(0,1000)\n\n if rand<=buff.probability then\n  local damage = ownerP.magicDamage*2.5/(1+0.0215*targetP.magicDefend)\n  targetP:RemoveHp(damage)\n  target:DispatchBuffType(0,{"3","[ff0000]"..tostring(math.floor(damage))})\n  target:CheckDeath(owner)\n end\n end
400005;生命伤害-流血;1005;;1000;5000;500;return function(buffAction,args) \n local owner,target,skill,buff=buffAction.actor,buffAction.target,buffAction.skill,buffAction.buff\n local targetP = target.roleProperty \n local ownerP=owner.roleProperty\n local bf=targetP.hp\n\n  local damage = ownerP.magicDamage*2.5/(1+0.0215*targetP.magicDefend)\n  targetP:RemoveHp(damage)\n  target:DispatchBuffType(0,{"3","[ff0000]"..tostring(math.floor(damage))})\n  target:CheckDeath(owner)\n end
400006;生命伤害-中毒;1006;;1000;5000;500;return function(buffAction,args) \n local owner,target,skill,buff=buffAction.actor,buffAction.target,buffAction.skill,buffAction.buff\n local targetP = target.roleProperty \n local ownerP=owner.roleProperty\n local bf=targetP.hp\n  math.randomseed(os.time())\n math.random()\n local rand = math.random(0,1000)\n\n if rand<=buff.probability then\n  local damage = ownerP.magicDamage*2.5/(1+0.0215*targetP.magicDefend)\n  targetP:RemoveHp(damage)\n  target:DispatchBuffType(0,{"3","[ff0000]"..tostring(math.floor(damage))})\n  target:CheckDeath(owner)\n end\n end
400007;物理攻击提升;1007;;1000;5000;500; return function(buffAction,args)\n local owner,target,skill,buff=buffAction.actor,buffAction.target,buffAction.skill,buffAction.buff\n owner.roleProperty.p_damage=owner.roleProperty.p_damage+50\n if owner.roleSlider then owner.roleSlider:ShowMpSlider() end  \n end
400008;法术攻击提升;1008;;1000;5000;500; return function(buffAction,args)\n local owner,target,skill,buff=buffAction.actor,buffAction.target,buffAction.skill,buffAction.buff\n owner.roleProperty.p_magicDamage=owner.roleProperty.p_magicDamage+50\n if owner.roleSlider then owner.roleSlider:ShowMpSlider() end  \n end
400009;物理防御提升;1009;;1000;5000;500; return function(buffAction,args)\n local owner,target,skill,buff=buffAction.actor,buffAction.target,buffAction.skill,buffAction.buff\n owner.roleProperty.p_defend=owner.roleProperty.p_defend+50\n \n end
400010;法术防御提升;1010;;1000;5000;500; return function(buffAction,args)\n local owner,target,skill,buff=buffAction.actor,buffAction.target,buffAction.skill,buffAction.buff\n owner.roleProperty.p_magicDefend=owner.roleProperty.p_magicDefend+50\n if owner.roleSlider then owner.roleSlider:ShowMpSlider() end  \n end
400011;最大生命提升;1011;;1000;5000;500; return function(buffAction,args)\n local owner,target,skill,buff=buffAction.actor,buffAction.target,buffAction.skill,buffAction.buff\n owner.roleProperty.p_maxMp=owner.roleProperty.p_maxMp+50\n if owner.roleSlider then owner.roleSlider:ShowMpSlider() end  \n end
400012;攻击速度提升;1012;;1000;5000;500; return function(buffAction,args)\n local owner,target,skill,buff=buffAction.actor,buffAction.target,buffAction.skill,buffAction.buff\n owner.roleProperty.p_attackSpeed=0.5\n\n end
400013;移动速度提升;1013;;1000;5000;500; return function(buffAction,args)\n local owner,target,skill,buff=buffAction.actor,buffAction.target,buffAction.skill,buffAction.buff\n owner.roleProperty.p_speed=1\n\n end
400014;暴击提升;1014;;1000;5000;500; return function(buffAction,args)\n local owner,target,skill,buff=buffAction.actor,buffAction.target,buffAction.skill,buffAction.buff\n owner.roleProperty.p_critValue=50\n  \n end
400015;闪避提升;1015;;1000;5000;500; return function(buffAction,args)\n local owner,target,skill,buff=buffAction.actor,buffAction.target,buffAction.skill,buffAction.buff\n owner.roleProperty.p_dodgeValue=50\n\n end
400016;物理攻击降低;1016;;1000;5000;500; return function(buffAction,args)\n local owner,target,skill,buff=buffAction.actor,buffAction.target,buffAction.skill,buffAction.buff\n owner.roleProperty.p_damage=owner.roleProperty.p_damage-50\n end
400017;法术攻击降低;1017;;1000;5000;500; return function(buffAction,args)\n local owner,target,skill,buff=buffAction.actor,buffAction.target,buffAction.skill,buffAction.buff\n owner.roleProperty.p_magicDamage=owner.roleProperty.p_magicDamage-50\n if owner.roleSlider then owner.roleSlider:ShowMpSlider() end  \n end
400018;物理防御降低;1018;;1000;5000;500; return function(buffAction,args)\n local owner,target,skill,buff=buffAction.actor,buffAction.target,buffAction.skill,buffAction.buff\n owner.roleProperty.p_defend=owner.roleProperty.p_defend-50\n \n end
400019;法术防御降低;1019;;1000;5000;500; return function(buffAction,args)\n local owner,target,skill,buff=buffAction.actor,buffAction.target,buffAction.skill,buffAction.buff\n owner.roleProperty.p_magicDefend=owner.roleProperty.p_magicDefend-50\n if owner.roleSlider then owner.roleSlider:ShowMpSlider() end  \n end
400020;最大生命降低;1020;;1000;5000;500; return function(buffAction,args)\n local owner,target,skill,buff=buffAction.actor,buffAction.target,buffAction.skill,buffAction.buff\n owner.roleProperty.p_maxMp=owner.roleProperty.p_maxMp-50\n if owner.roleSlider then owner.roleSlider:ShowMpSlider() end  \n end
400021;攻击速度降低;1021;;1000;5000;500; return function(buffAction,args)\n local owner,target,skill,buff=buffAction.actor,buffAction.target,buffAction.skill,buffAction.buff\n owner.roleProperty.p_attackSpeed=-0.5\n\n end
400022;移动速度降低;1022;;1000;5000;500;return function(buffAction,args)\n local owner,target,skill,buff=buffAction.actor,buffAction.target,buffAction.skill,buffAction.buff\n owner.roleProperty.p_speed=-1\n\n end
400023;暴击降低;1023;;1000;5000;500;  return function(buffAction,args)\n local owner,target,skill,buff=buffAction.actor,buffAction.target,buffAction.skill,buffAction.buff\n owner.roleProperty.p_critValue=-50\n  \n end
400024;闪避降低;1024;;1000;5000;500; return function(buffAction,args)\n local owner,target,skill,buff=buffAction.actor,buffAction.target,buffAction.skill,buffAction.buff\n owner.roleProperty.p_dodgeValue=-50\n\n end
400025;眩晕-重击;1025;;1000;1;0
400026;眩晕-冰冻;1026;;1000;1;0
400027;混乱-;1027;;1000;1;0
400028;睡眠-无法行动，攻击后解除;1028;;1000;1;0
400029;魅惑;1029;;1000;1;0
400030;恐惧;1030;;1000;1;0
400031;沉默;1031;;1000;1;0
400032;减速;1032;;1000;1;0
400033;绝对防御;1033;;1000;1;0
400034;减益免疫;1034;;1000;1;0
400035;增益免疫;1035;;1000;1;0
400036;控制免疫;1036;;1000;1;0
400037;伤害加深;1037;;1000;1;0
400038;伤害减少;1038;;1000;1;0
400039;生命恢复-治疗;1039;;1000;5000;1000;return function(buffAction,args) \n local owner,target,skill,buff=buffAction.actor,buffAction.target,buffAction.skill,buffAction.buff\n local targetP = target.roleProperty \n local ownerP=owner.roleProperty\n local bf=targetP.hp\n \n  local damage = 25\n  targetP:AddHp(damage)\n\n  target:DispatchBuffType(0,{"4","[00ff00]+"..tostring(math.floor(damage))})\n   if owner.roleSlider then owner.roleSlider:ShowHpSlider() end  \n end
400040;召唤小兵;1040;;1000;0;30000; return function(buffAction,args)\n   local battleUI = LuaItemManager:getItemObject("battleMap")\n   battleUI:buildSolider(buffAction,args)\n end;;
